city,week,rank,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
bengaluru,12-01-2023,6,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
bengaluru,12-01-2023,7,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,12-01-2023,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
bengaluru,12-01-2023,9,0.45,0.457,-8.909,0.0516,0.652,0,0.325,157.513
bengaluru,12-01-2023,10,0.674,0.907,-5.078,0.122,0.567,0,0.828,130.011
bengaluru,05-01-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
bengaluru,05-01-2023,2,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,05-01-2023,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,05-01-2023,4,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
bengaluru,05-01-2023,5,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
bengaluru,05-01-2023,6,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
bengaluru,05-01-2023,7,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,05-01-2023,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
bengaluru,05-01-2023,9,0.45,0.457,-8.909,0.0516,0.652,0,0.325,157.513
bengaluru,05-01-2023,10,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,29-12-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,29-12-2022,2,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
bengaluru,29-12-2022,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,29-12-2022,4,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
bengaluru,29-12-2022,5,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
bengaluru,29-12-2022,6,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,29-12-2022,7,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
bengaluru,29-12-2022,8,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
bengaluru,29-12-2022,9,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,29-12-2022,10,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,22-12-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,22-12-2022,2,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
bengaluru,22-12-2022,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,22-12-2022,4,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,22-12-2022,5,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
bengaluru,22-12-2022,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
bengaluru,22-12-2022,7,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
bengaluru,22-12-2022,8,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,22-12-2022,9,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,22-12-2022,10,0.45,0.457,-8.909,0.0516,0.652,0,0.325,157.513
bengaluru,15-12-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,15-12-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,15-12-2022,3,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
bengaluru,15-12-2022,4,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,15-12-2022,5,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
bengaluru,15-12-2022,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
bengaluru,15-12-2022,7,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,15-12-2022,8,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,15-12-2022,9,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
bengaluru,15-12-2022,10,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,08-12-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,08-12-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,08-12-2022,3,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
bengaluru,08-12-2022,4,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,08-12-2022,5,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
bengaluru,08-12-2022,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
bengaluru,08-12-2022,7,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,08-12-2022,8,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,08-12-2022,9,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,08-12-2022,10,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
bengaluru,01-12-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,01-12-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,01-12-2022,3,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,01-12-2022,4,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
bengaluru,01-12-2022,5,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
bengaluru,01-12-2022,6,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,01-12-2022,7,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,01-12-2022,8,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,01-12-2022,9,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
bengaluru,01-12-2022,10,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,24-11-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,24-11-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,24-11-2022,3,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,24-11-2022,4,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,24-11-2022,5,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
bengaluru,24-11-2022,6,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,24-11-2022,7,0.525,0.751,-6.617,0.0572,0.0526,0.0265,0.387,161.944
bengaluru,24-11-2022,8,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,24-11-2022,9,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,24-11-2022,10,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
bengaluru,17-11-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,17-11-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,17-11-2022,3,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,17-11-2022,4,0.516,0.749,-6.615,0.0557,0.0526,0.02,0.387,161.975
bengaluru,17-11-2022,5,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,17-11-2022,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,17-11-2022,7,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,17-11-2022,8,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,17-11-2022,9,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
bengaluru,17-11-2022,10,0.545,0.98,-6.464,0.129,0.666,0.00709,0.658,124.96
bengaluru,10-11-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,10-11-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,10-11-2022,3,0.525,0.751,-6.617,0.0572,0.0526,0.0265,0.387,161.944
bengaluru,10-11-2022,4,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,10-11-2022,5,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,10-11-2022,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,10-11-2022,7,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,10-11-2022,8,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,10-11-2022,9,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
bengaluru,10-11-2022,10,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
bengaluru,03-11-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,03-11-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,03-11-2022,3,0.525,0.751,-6.617,0.0572,0.0526,0.0265,0.387,161.944
bengaluru,03-11-2022,4,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,03-11-2022,5,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,03-11-2022,6,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,03-11-2022,7,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,03-11-2022,8,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,03-11-2022,9,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
bengaluru,03-11-2022,10,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
bengaluru,27-10-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,27-10-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,27-10-2022,3,0.525,0.751,-6.617,0.0572,0.0526,0.0265,0.387,161.944
bengaluru,27-10-2022,4,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,27-10-2022,5,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,27-10-2022,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,27-10-2022,7,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,27-10-2022,8,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
bengaluru,27-10-2022,9,0.714,0.472,-7.375,0.0864,0.013,0.00000451,0.238,131.121
bengaluru,27-10-2022,10,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
bengaluru,20-10-2022,1,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,20-10-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,20-10-2022,3,0.525,0.751,-6.617,0.0572,0.0526,0.0265,0.387,161.944
bengaluru,20-10-2022,4,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,20-10-2022,5,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,20-10-2022,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,20-10-2022,7,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,20-10-2022,8,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
bengaluru,20-10-2022,9,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
bengaluru,20-10-2022,10,0.764,0.532,-5.979,0.0491,0.598,0,0.859,123.95
bengaluru,13-10-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,13-10-2022,2,0.619,0.658,-8.911,0.102,0.457,0.00000387,0.522,125.927
bengaluru,13-10-2022,3,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,13-10-2022,4,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,13-10-2022,5,0.525,0.751,-6.617,0.0572,0.0526,0.0265,0.387,161.944
bengaluru,13-10-2022,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,13-10-2022,7,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
bengaluru,13-10-2022,8,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,13-10-2022,9,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
bengaluru,13-10-2022,10,0.687,0.637,-9.55,0.13,0.12,0,0.56,152
bengaluru,06-10-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,06-10-2022,2,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
bengaluru,06-10-2022,3,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
bengaluru,06-10-2022,4,0.839,0.972,-5.72,0.102,0.431,0.0002,0.365,130.012
bengaluru,06-10-2022,5,0.429,0.614,-6.573,0.0709,0.513,0.000316,0.743,149.966
bengaluru,06-10-2022,6,0.733,0.69,-5.529,0.0427,0.0635,0.00000118,0.31,116.992
bengaluru,06-10-2022,7,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
bengaluru,06-10-2022,8,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
bengaluru,06-10-2022,9,0.608,0.757,-6.945,0.164,0.259,0.00216,0.625,124.078
bengaluru,06-10-2022,10,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
hyderabad,30-03-2023,1,0.594,0.534,-8.007,0.0428,0.385,0,0.364,91.082
hyderabad,30-03-2023,2,0.871,0.56,-4.524,0.193,0.464,0,0.828,95.004
hyderabad,30-03-2023,3,0.688,0.731,-6.665,0.108,0.324,0,0.566,132.194
hyderabad,30-03-2023,4,0.528,0.853,-6.398,0.256,0.456,0,0.934,111.983
hyderabad,30-03-2023,5,0.794,0.985,-2.452,0.0725,0.167,0.452,0.812,129.097
hyderabad,30-03-2023,6,0.567,0.369,-9.413,0.0453,0.377,0,0.179,113.341
hyderabad,30-03-2023,7,0.743,0.616,-8.798,0.0354,0.153,0.0000201,0.76,91.983
hyderabad,30-03-2023,8,0.799,0.593,-5.492,0.0367,0.486,0,0.947,123.966
hyderabad,30-03-2023,9,0.843,0.611,-8.864,0.0497,0.121,0.00654,0.698,103.985
hyderabad,30-03-2023,10,0.902,0.924,-3.846,0.162,0.336,0.00000112,0.797,109.992
hyderabad,23-03-2023,1,0.594,0.534,-8.007,0.0428,0.385,0,0.364,91.082
hyderabad,23-03-2023,2,0.871,0.56,-4.524,0.193,0.464,0,0.828,95.004
hyderabad,23-03-2023,3,0.688,0.731,-6.665,0.108,0.324,0,0.566,132.194
hyderabad,23-03-2023,4,0.528,0.853,-6.398,0.256,0.456,0,0.934,111.983
hyderabad,23-03-2023,5,0.567,0.369,-9.413,0.0453,0.377,0,0.179,113.341
hyderabad,23-03-2023,6,0.794,0.985,-2.452,0.0725,0.167,0.452,0.812,129.097
hyderabad,23-03-2023,7,0.659,0.685,-7.661,0.0426,0.765,0.00151,0.78,154.959
hyderabad,23-03-2023,8,0.902,0.924,-3.846,0.162,0.336,0.00000112,0.797,109.992
hyderabad,23-03-2023,9,0.799,0.593,-5.492,0.0367,0.486,0,0.947,123.966
hyderabad,23-03-2023,10,0.897,0.816,-5.357,0.239,0.0395,0.000549,0.637,143.913
hyderabad,16-03-2023,1,0.594,0.534,-8.007,0.0428,0.385,0,0.364,91.082
hyderabad,16-03-2023,2,0.688,0.731,-6.665,0.108,0.324,0,0.566,132.194
hyderabad,16-03-2023,3,0.528,0.853,-6.398,0.256,0.456,0,0.934,111.983
hyderabad,16-03-2023,4,0.871,0.56,-4.524,0.193,0.464,0,0.828,95.004
hyderabad,16-03-2023,5,0.567,0.369,-9.413,0.0453,0.377,0,0.179,113.341
hyderabad,16-03-2023,6,0.794,0.985,-2.452,0.0725,0.167,0.452,0.812,129.097
